profile_id,url,status,candidate_name,party,age,education,birthdate,error
727,https://www.altinget.dk/kandidattest/FT26/profil/727,ok,Martin Sibast,Danmarksdemokraterne ‒ Inger Støjberg,,Ikke oplyst,,
728,https://www.altinget.dk/kandidattest/FT26/profil/728,ok,Michael Hendriksen,Danmarksdemokraterne ‒ Inger Støjberg,65 år,Ikke oplyst,,
729,https://www.altinget.dk/kandidattest/FT26/profil/729,ok,Anders Kronborg,Socialdemokratiet,44 år,Bachelor-/diplomuddannelse,1982-03-18T00:00:00,
730,https://www.altinget.dk/kandidattest/FT26/profil/730,ok,Anders Andreasen,Socialdemokratiet,51 år,Bachelor-/diplomuddannelse,1974-07-31T00:00:00,
731,https://www.altinget.dk/kandidattest/FT26/profil/731,ok,Ane Halsboe-Jørgensen,Socialdemokratiet,42 år,Kandidat-/masteruddannelse,,
732,https://www.altinget.dk/kandidattest/FT26/profil/732,ok,Anne Paulin,Socialdemokratiet,38 år,Kandidat-/masteruddannelse,,
733,https://www.altinget.dk/kandidattest/FT26/profil/733,ok,Anne Catherine Hoxcer Nielsen,Socialdemokratiet,40 år,Bachelor-/diplomuddannelse,,
734,https://www.altinget.dk/kandidattest/FT26/profil/734,ok,Asbjørn Reissmann,Socialdemokratiet,34 år,Kandidat-/masteruddannelse,,
735,https://www.altinget.dk/kandidattest/FT26/profil/735,ok,Benny Engelbrecht,Socialdemokratiet,55 år,Grundskole,,
736,https://www.altinget.dk/kandidattest/FT26/profil/736,ok,Birgitte Vind,Socialdemokratiet,60 år,Bachelor-/diplomuddannelse,1965-08-13T00:00:00,
737,https://www.altinget.dk/kandidattest/FT26/profil/737,ok,Bjørn Laursen,Socialdemokratiet,,Ikke oplyst,,
738,https://www.altinget.dk/kandidattest/FT26/profil/738,ok,Bjørn Brandenborg,Socialdemokratiet,34 år,Bachelor-/diplomuddannelse,,
739,https://www.altinget.dk/kandidattest/FT26/profil/739,ok,Camilla Fabricius,Socialdemokratiet,54 år,Seminaruddannelse,1971-10-20T00:00:00,
740,https://www.altinget.dk/kandidattest/FT26/profil/740,ok,Carl Emil Lind,Socialdemokratiet,27 år,Erhvervsuddannelse,,
741,https://www.altinget.dk/kandidattest/FT26/profil/741,ok,Christian Rabjerg Madsen,Socialdemokratiet,40 år,Kandidat-/masteruddannelse,1986-03-24T00:00:00,
742,https://www.altinget.dk/kandidattest/FT26/profil/742,ok,Christian Faurholdt Jeppesen,Socialdemokratiet,54 år,Bachelor-/diplomuddannelse,1971-09-24T00:00:00,
743,https://www.altinget.dk/kandidattest/FT26/profil/743,ok,Dorthe Hindborg,Socialdemokratiet,,Bachelor-/diplomuddannelse,,
744,https://www.altinget.dk/kandidattest/FT26/profil/744,ok,Erik Jensen,Socialdemokratiet,78 år,Kandidat-/masteruddannelse,,
745,https://www.altinget.dk/kandidattest/FT26/profil/745,ok,Eva Borchorst Mejnertz,Socialdemokratiet,45 år,Kandidat-/masteruddannelse,1980-07-30T00:00:00,
746,https://www.altinget.dk/kandidattest/FT26/profil/746,ok,Fie Hækkerup,Socialdemokratiet,31 år,Kandidat-/masteruddannelse,1994-07-25T00:00:00,
747,https://www.altinget.dk/kandidattest/FT26/profil/747,ok,Filiz Sarah Thunø,Socialdemokratiet,48 år,Bachelor-/diplomuddannelse,1977-07-25T00:00:00,
748,https://www.altinget.dk/kandidattest/FT26/profil/748,ok,Flemming Møller Mortensen,Socialdemokratiet,62 år,Bachelor-/diplomuddannelse,1963-07-03T00:00:00,
749,https://www.altinget.dk/kandidattest/FT26/profil/749,ok,Frederik Vad,Socialdemokratiet,31 år,Bachelor-/diplomuddannelse,,
750,https://www.altinget.dk/kandidattest/FT26/profil/750,ok,Gunvor Wibroe,Socialdemokratiet,54 år,Kandidat-/masteruddannelse,1972-02-25T00:00:00,
751,https://www.altinget.dk/kandidattest/FT26/profil/751,ok,Henrik Møller,Socialdemokratiet,60 år,Gymnasial uddannelse,,
752,https://www.altinget.dk/kandidattest/FT26/profil/752,ok,Ida Auken,Socialdemokratiet,47 år,Kandidat-/masteruddannelse,1978-04-22T00:00:00,
753,https://www.altinget.dk/kandidattest/FT26/profil/753,ok,Jarl Feyling,Socialdemokratiet,,Ikke oplyst,,
754,https://www.altinget.dk/kandidattest/FT26/profil/754,ok,Jens Anton Tingstrøm,Socialdemokratiet,37 år,Bachelor-/diplomuddannelse,1989-01-15T00:00:00,
755,https://www.altinget.dk/kandidattest/FT26/profil/755,ok,Jeppe Bruus,Socialdemokratiet,47 år,Ikke oplyst,1978-04-20T00:00:00,
756,https://www.altinget.dk/kandidattest/FT26/profil/756,ok,Jesper Petersen,Socialdemokratiet,44 år,Bachelor-/diplomuddannelse,,
757,https://www.altinget.dk/kandidattest/FT26/profil/757,ok,Julie Kølskov,Socialdemokratiet,24 år,Erhvervsuddannelse,,
758,https://www.altinget.dk/kandidattest/FT26/profil/758,ok,Kanishka Dastageer,Socialdemokratiet,34 år,Kandidat-/masteruddannelse,,
759,https://www.altinget.dk/kandidattest/FT26/profil/759,ok,Kasper Flygare,Socialdemokratiet,,Ikke oplyst,,
760,https://www.altinget.dk/kandidattest/FT26/profil/760,ok,Kasper B.G. Lauritsen,Socialdemokratiet,39 år,Bachelor-/diplomuddannelse,1987-02-20T00:00:00,
761,https://www.altinget.dk/kandidattest/FT26/profil/761,ok,Kasper Roug,Socialdemokratiet,46 år,Kandidat-/masteruddannelse,,
762,https://www.altinget.dk/kandidattest/FT26/profil/762,ok,Katrine Evelyn Jensen,Socialdemokratiet,29 år,Kandidat-/masteruddannelse,1996-12-27T00:00:00,
763,https://www.altinget.dk/kandidattest/FT26/profil/763,ok,Kiki Bille Bach,Socialdemokratiet,38 år,Seminaruddannelse,,
764,https://www.altinget.dk/kandidattest/FT26/profil/764,ok,Kim Eskesen,Socialdemokratiet,47 år,Erhvervsuddannelse,1978-05-12T00:00:00,
765,https://www.altinget.dk/kandidattest/FT26/profil/765,ok,Kim Aas,Socialdemokratiet,55 år,Ikke oplyst,,
766,https://www.altinget.dk/kandidattest/FT26/profil/766,ok,Kris Jensen Skriver,Socialdemokratiet,37 år,Bachelor-/diplomuddannelse,,
767,https://www.altinget.dk/kandidattest/FT26/profil/767,ok,Kaare Dybvad Bek,Socialdemokratiet,41 år,Kandidat-/masteruddannelse,,
768,https://www.altinget.dk/kandidattest/FT26/profil/768,ok,Lars Fibæk,Socialdemokratiet,,Ikke oplyst,,
769,https://www.altinget.dk/kandidattest/FT26/profil/769,ok,Lars Rømer Olsen,Socialdemokratiet,58 år,Bachelor-/diplomuddannelse,,
770,https://www.altinget.dk/kandidattest/FT26/profil/770,ok,Lasse Haugaard Pedersen,Socialdemokratiet,,Kandidat-/masteruddannelse,,
771,https://www.altinget.dk/kandidattest/FT26/profil/771,ok,Lea Wermelin,Socialdemokratiet,40 år,Ikke oplyst,,
772,https://www.altinget.dk/kandidattest/FT26/profil/772,ok,Leif Lahn Jensen,Socialdemokratiet,58 år,10. klasse,,
773,https://www.altinget.dk/kandidattest/FT26/profil/773,ok,Lise Jørgensen,Socialdemokratiet,,Ikke oplyst,,
774,https://www.altinget.dk/kandidattest/FT26/profil/774,ok,Louise Mehnke,Socialdemokratiet,49 år,Ikke oplyst,,
775,https://www.altinget.dk/kandidattest/FT26/profil/775,ok,Louise Stenmann,Socialdemokratiet,,Ikke oplyst,,
776,https://www.altinget.dk/kandidattest/FT26/profil/776,ok,Magnus Barsøe,Socialdemokratiet,45 år,Kandidat-/masteruddannelse,1981-01-28T00:00:00,
777,https://www.altinget.dk/kandidattest/FT26/profil/777,ok,Magnus Heunicke,Socialdemokratiet,51 år,Bachelor-/diplomuddannelse,,
778,https://www.altinget.dk/kandidattest/FT26/profil/778,ok,Malte Larsen,Socialdemokratiet,57 år,Seminaruddannelse,,
779,https://www.altinget.dk/kandidattest/FT26/profil/779,ok,Maria Radoor,Socialdemokratiet,40 år,Kandidat-/masteruddannelse,1986-04-08T00:00:00,
780,https://www.altinget.dk/kandidattest/FT26/profil/780,ok,Maria Durhuus,Socialdemokratiet,48 år,Bachelor-/diplomuddannelse,1977-09-25T00:00:00,
781,https://www.altinget.dk/kandidattest/FT26/profil/781,ok,Maria Gudme,Socialdemokratiet,37 år,Bachelor-/diplomuddannelse,1989-03-14T00:00:00,
782,https://www.altinget.dk/kandidattest/FT26/profil/782,ok,Matilde Powers,Socialdemokratiet,44 år,Kandidat-/masteruddannelse,,
783,https://www.altinget.dk/kandidattest/FT26/profil/783,ok,Mattias Tesfaye,Socialdemokratiet,45 år,Erhvervsuddannelse,1981-03-31T00:00:00,
784,https://www.altinget.dk/kandidattest/FT26/profil/784,ok,Mette Frederiksen,Socialdemokratiet,,Ikke oplyst,,
785,https://www.altinget.dk/kandidattest/FT26/profil/785,ok,Mette Reissmann,Socialdemokratiet,62 år,Kandidat-/masteruddannelse,,
786,https://www.altinget.dk/kandidattest/FT26/profil/786,ok,Mogens Jensen,Socialdemokratiet,62 år,Gymnasial uddannelse,,
787,https://www.altinget.dk/kandidattest/FT26/profil/787,ok,Morten Ryom,Socialdemokratiet,34 år,Erhvervsuddannelse,,
788,https://www.altinget.dk/kandidattest/FT26/profil/788,ok,Morten Bødskov,Socialdemokratiet,55 år,Bachelor-/diplomuddannelse,,
789,https://www.altinget.dk/kandidattest/FT26/profil/789,ok,Nicolai Wammen,Socialdemokratiet,55 år,Ikke oplyst,,
790,https://www.altinget.dk/kandidattest/FT26/profil/790,ok,Peder Key Kristiansen,Socialdemokratiet,54 år,Erhvervsuddannelse,1971-05-20T00:00:00,
791,https://www.altinget.dk/kandidattest/FT26/profil/791,ok,Per Husted,Socialdemokratiet,60 år,Kandidat-/masteruddannelse,1966-04-06T00:00:00,
792,https://www.altinget.dk/kandidattest/FT26/profil/792,ok,Per Kamp Stefansen,Socialdemokratiet,,Ikke oplyst,,
793,https://www.altinget.dk/kandidattest/FT26/profil/793,ok,Peter Hummelgaard,Socialdemokratiet,43 år,Kandidat-/masteruddannelse,,
794,https://www.altinget.dk/kandidattest/FT26/profil/794,ok,Rasmus Stoklund,Socialdemokratiet,42 år,Kandidat-/masteruddannelse,,
795,https://www.altinget.dk/kandidattest/FT26/profil/795,ok,Rasmus Horn Langhoff,Socialdemokratiet,45 år,Kandidat-/masteruddannelse,,
796,https://www.altinget.dk/kandidattest/FT26/profil/796,ok,Sara Emil Baaring,Socialdemokratiet,39 år,Seminaruddannelse,1986-10-11T00:00:00,
797,https://www.altinget.dk/kandidattest/FT26/profil/797,ok,Simon Kollerup,Socialdemokratiet,39 år,Kandidat-/masteruddannelse,1986-05-20T00:00:00,
798,https://www.altinget.dk/kandidattest/FT26/profil/798,ok,Sofie de Bretteville,Socialdemokratiet,25 år,Ikke oplyst,,
799,https://www.altinget.dk/kandidattest/FT26/profil/799,ok,Sophie Hæstorp Andersen,Socialdemokratiet,51 år,Kandidat-/masteruddannelse,1974-09-26T00:00:00,
800,https://www.altinget.dk/kandidattest/FT26/profil/800,ok,Søren Rye,Socialdemokratiet,57 år,Kandidat-/masteruddannelse,,
801,https://www.altinget.dk/kandidattest/FT26/profil/801,ok,Tanja Larsson,Socialdemokratiet,,Bachelor-/diplomuddannelse,,
802,https://www.altinget.dk/kandidattest/FT26/profil/802,ok,Theis Kylling Hommeltoft,Socialdemokratiet,40 år,Bachelor-/diplomuddannelse,,
803,https://www.altinget.dk/kandidattest/FT26/profil/803,ok,Thomas Klimek,Socialdemokratiet,,Erhvervsuddannelse,,
804,https://www.altinget.dk/kandidattest/FT26/profil/804,ok,Thomas Monberg,Socialdemokratiet,49 år,Erhvervsuddannelse,,
805,https://www.altinget.dk/kandidattest/FT26/profil/805,ok,Thomas Skriver Jensen,Socialdemokratiet,30 år,Erhvervsuddannelse,,
806,https://www.altinget.dk/kandidattest/FT26/profil/806,ok,Tommi Christensen,Socialdemokratiet,,Ikke oplyst,,
807,https://www.altinget.dk/kandidattest/FT26/profil/807,ok,Trine Birk Andersen,Socialdemokratiet,51 år,Bachelor-/diplomuddannelse,,
808,https://www.altinget.dk/kandidattest/FT26/profil/808,ok,Trine Bramsen,Socialdemokratiet,45 år,Ikke oplyst,,
809,https://www.altinget.dk/kandidattest/FT26/profil/809,ok,Valdemar Alban,Socialdemokratiet,22 år,Bachelor-/diplomuddannelse,,
810,https://www.altinget.dk/kandidattest/FT26/profil/810,ok,Vinnie Borbjerg,Socialdemokratiet,54 år,Seminaruddannelse,1972-03-24T00:00:00,
811,https://www.altinget.dk/kandidattest/FT26/profil/811,ok,Yildiz Akdogan,Socialdemokratiet,52 år,Kandidat-/masteruddannelse,1973-04-29T00:00:00,
812,https://www.altinget.dk/kandidattest/FT26/profil/812,ok,Bia Ndamukunda,Det Konservative Folkeparti,,Ikke oplyst,,
813,https://www.altinget.dk/kandidattest/FT26/profil/813,ok,Lau Sørensen,Det Konservative Folkeparti,43 år,Seminaruddannelse,1983-03-14T00:00:00,
814,https://www.altinget.dk/kandidattest/FT26/profil/814,ok,Morten Sørensen,Det Konservative Folkeparti,47 år,Kandidat-/masteruddannelse,1978-08-30T00:00:00,
815,https://www.altinget.dk/kandidattest/FT26/profil/815,ok,Morten Trillingsgaard Høybye,Det Konservative Folkeparti,32 år,Erhvervsuddannelse,,
816,https://www.altinget.dk/kandidattest/FT26/profil/816,ok,Rasmus Bjergegaard,Det Konservative Folkeparti,38 år,Kandidat-/masteruddannelse,,
817,https://www.altinget.dk/kandidattest/FT26/profil/817,ok,Stine Thier-Andersen,Det Konservative Folkeparti,20 år,Gymnasial uddannelse,,
818,https://www.altinget.dk/kandidattest/FT26/profil/818,ok,Victoria Helene Olsen,Det Konservative Folkeparti,21 år,Gymnasial uddannelse,,
819,https://www.altinget.dk/kandidattest/FT26/profil/819,ok,Frank Clausen,Liberal Alliance,51 år,Kandidat-/masteruddannelse,,
820,https://www.altinget.dk/kandidattest/FT26/profil/820,ok,Claus Beck,Liberal Alliance,44 år,Bachelor-/diplomuddannelse,,
821,https://www.altinget.dk/kandidattest/FT26/profil/821,ok,Louise Svenstrup,Liberal Alliance,40 år,Kandidat-/masteruddannelse,1985-11-04T00:00:00,
822,https://www.altinget.dk/kandidattest/FT26/profil/822,missing_candidate,,,,,,Could not locate candidate name on page
823,https://www.altinget.dk/kandidattest/FT26/profil/823,missing_candidate,,,,,,Could not locate candidate name on page
824,https://www.altinget.dk/kandidattest/FT26/profil/824,ok,Valentina Crast,Alternativet,46 år,Bachelor-/diplomuddannelse,,
825,https://www.altinget.dk/kandidattest/FT26/profil/825,ok,Peter Bilgrav,Alternativet,57 år,Kandidat-/masteruddannelse,1968-09-05T00:00:00,
826,https://www.altinget.dk/kandidattest/FT26/profil/826,ok,Taner Genc,SF - Socialistisk Folkeparti,40 år,Kandidat-/masteruddannelse,1985-10-01T00:00:00,
827,https://www.altinget.dk/kandidattest/FT26/profil/827,ok,Jacob Mark,SF - Socialistisk Folkeparti,34 år,Bachelor-/diplomuddannelse,1991-10-16T00:00:00,
828,https://www.altinget.dk/kandidattest/FT26/profil/828,missing_candidate,,,,,,Could not locate candidate name on page
829,https://www.altinget.dk/kandidattest/FT26/profil/829,missing_candidate,,,,,,Could not locate candidate name on page
830,https://www.altinget.dk/kandidattest/FT26/profil/830,ok,Allan Svendsen,Dansk Folkeparti,56 år,Gymnasial uddannelse,,
831,https://www.altinget.dk/kandidattest/FT26/profil/831,ok,Jacob Bentsen,Dansk Folkeparti,59 år,Kandidat-/masteruddannelse,,
832,https://www.altinget.dk/kandidattest/FT26/profil/832,ok,David Ibsen,Liberal Alliance,,Ikke oplyst,,
833,https://www.altinget.dk/kandidattest/FT26/profil/833,ok,Ditte Ravn Kaagaard,Moderaterne,49 år,Kandidat-/masteruddannelse,1977-01-22T00:00:00,
834,https://www.altinget.dk/kandidattest/FT26/profil/834,ok,Andreas Lausen,Moderaterne,35 år,Kandidat-/masteruddannelse,,
835,https://www.altinget.dk/kandidattest/FT26/profil/835,ok,Brian Perri,Moderaterne,46 år,Erhvervsuddannelse,1980-02-05T00:00:00,
836,https://www.altinget.dk/kandidattest/FT26/profil/836,ok,Lone Hansen,Moderaterne,57 år,Bachelor-/diplomuddannelse,1968-10-28T00:00:00,
837,https://www.altinget.dk/kandidattest/FT26/profil/837,ok,Pia Olsen Dyhr,SF - Socialistisk Folkeparti,54 år,Kandidat-/masteruddannelse,,
838,https://www.altinget.dk/kandidattest/FT26/profil/838,ok,Ali Yahya,SF - Socialistisk Folkeparti,29 år,Kandidat-/masteruddannelse,,
839,https://www.altinget.dk/kandidattest/FT26/profil/839,ok,Stig Ekman,Socialdemokratiet,65 år,Bachelor-/diplomuddannelse,,
840,https://www.altinget.dk/kandidattest/FT26/profil/840,ok,Dorthe Pedersen,Det Konservative Folkeparti,42 år,Erhvervsuddannelse,,
841,https://www.altinget.dk/kandidattest/FT26/profil/841,ok,Rune Kristensen,Det Konservative Folkeparti,44 år,Kandidat-/masteruddannelse,,
842,https://www.altinget.dk/kandidattest/FT26/profil/842,ok,Peter Svarre Fridolf,Det Konservative Folkeparti,,Ikke oplyst,,
843,https://www.altinget.dk/kandidattest/FT26/profil/843,ok,Erik Særkjær,Socialdemokratiet,45 år,Seminaruddannelse,1981-03-23T00:00:00,
844,https://www.altinget.dk/kandidattest/FT26/profil/844,ok,Anders Kühnau,Socialdemokratiet,44 år,Kandidat-/masteruddannelse,,
845,https://www.altinget.dk/kandidattest/FT26/profil/845,ok,Charlotte Friberg Henriksen,Borgernes Parti - Lars Boje Mathiesen,43 år,Bachelor-/diplomuddannelse,,
846,https://www.altinget.dk/kandidattest/FT26/profil/846,ok,Charlotte Møller-Madsen,Borgernes Parti - Lars Boje Mathiesen,52 år,Ikke oplyst,1973-09-12T00:00:00,
847,https://www.altinget.dk/kandidattest/FT26/profil/847,ok,Allan Orland,Borgernes Parti - Lars Boje Mathiesen,59 år,Kandidat-/masteruddannelse,,
848,https://www.altinget.dk/kandidattest/FT26/profil/848,ok,Frederik Lundberg,Borgernes Parti - Lars Boje Mathiesen,38 år,Ikke oplyst,,
849,https://www.altinget.dk/kandidattest/FT26/profil/849,ok,Arne Hyldgaard,Borgernes Parti - Lars Boje Mathiesen,55 år,Erhvervsuddannelse,,
850,https://www.altinget.dk/kandidattest/FT26/profil/850,ok,Jan Køpke Christensen,Borgernes Parti - Lars Boje Mathiesen,71 år,Gymnasial uddannelse,,
851,https://www.altinget.dk/kandidattest/FT26/profil/851,missing_candidate,,,,,,Could not locate candidate name on page
852,https://www.altinget.dk/kandidattest/FT26/profil/852,ok,Michael Bang Pedersen,Borgernes Parti - Lars Boje Mathiesen,52 år,Erhvervsuddannelse,1974-01-13T00:00:00,
853,https://www.altinget.dk/kandidattest/FT26/profil/853,ok,Lina Sikora Christiansen,Alternativet,47 år,Erhvervsuddannelse,1978-11-15T00:00:00,
854,https://www.altinget.dk/kandidattest/FT26/profil/854,ok,Bjørn Olsen,Alternativet,54 år,Ikke oplyst,,
855,https://www.altinget.dk/kandidattest/FT26/profil/855,ok,Elise Sydendal,Alternativet,26 år,Kandidat-/masteruddannelse,1999-09-18T00:00:00,
856,https://www.altinget.dk/kandidattest/FT26/profil/856,ok,Jakob Ravn Karlsen,Alternativet,26 år,Bachelor-/diplomuddannelse,,
857,https://www.altinget.dk/kandidattest/FT26/profil/857,ok,Lise Coermann,Alternativet,27 år,Kandidat-/masteruddannelse,1998-06-20T00:00:00,
858,https://www.altinget.dk/kandidattest/FT26/profil/858,ok,Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,26 år,Seminaruddannelse,,
859,https://www.altinget.dk/kandidattest/FT26/profil/859,ok,Carina Sarkkinen,SF - Socialistisk Folkeparti,44 år,Ikke oplyst,,
860,https://www.altinget.dk/kandidattest/FT26/profil/860,ok,Charlotte Ellenberger,SF - Socialistisk Folkeparti,27 år,Bachelor-/diplomuddannelse,,
861,https://www.altinget.dk/kandidattest/FT26/profil/861,ok,Christina Lykke,SF - Socialistisk Folkeparti,44 år,Bachelor-/diplomuddannelse,,
862,https://www.altinget.dk/kandidattest/FT26/profil/862,ok,Johannes Skov Pedersen,SF - Socialistisk Folkeparti,,Ikke oplyst,,
863,https://www.altinget.dk/kandidattest/FT26/profil/863,ok,Lars Nissen,SF - Socialistisk Folkeparti,56 år,Bachelor-/diplomuddannelse,1970-03-07T00:00:00,
864,https://www.altinget.dk/kandidattest/FT26/profil/864,ok,Laura Elise Andersen-Mühl,SF - Socialistisk Folkeparti,43 år,Kandidat-/masteruddannelse,,
865,https://www.altinget.dk/kandidattest/FT26/profil/865,ok,Linda Bollerup,SF - Socialistisk Folkeparti,53 år,Kandidat-/masteruddannelse,,
866,https://www.altinget.dk/kandidattest/FT26/profil/866,ok,Martin Graff Jørgensen,SF - Socialistisk Folkeparti,30 år,Seminaruddannelse,1996-03-13T00:00:00,
867,https://www.altinget.dk/kandidattest/FT26/profil/867,ok,Rasmus T. Mortensen,SF - Socialistisk Folkeparti,37 år,Bachelor-/diplomuddannelse,,
868,https://www.altinget.dk/kandidattest/FT26/profil/868,ok,Torsten Wetche,Radikale Venstre,,Kandidat-/masteruddannelse,,
869,https://www.altinget.dk/kandidattest/FT26/profil/869,ok,Emma Biørn Tretow-Fish,Radikale Venstre,35 år,Bachelor-/diplomuddannelse,,
870,https://www.altinget.dk/kandidattest/FT26/profil/870,ok,Gorm Simonsen,Radikale Venstre,,Kandidat-/masteruddannelse,,
871,https://www.altinget.dk/kandidattest/FT26/profil/871,ok,Julie Herdal,Radikale Venstre,51 år,Kandidat-/masteruddannelse,,
872,https://www.altinget.dk/kandidattest/FT26/profil/872,ok,Barbara Krarup Hansen,Radikale Venstre,51 år,Kandidat-/masteruddannelse,,
873,https://www.altinget.dk/kandidattest/FT26/profil/873,ok,Stine Larsen,Alternativet,46 år,Kandidat-/masteruddannelse,,
874,https://www.altinget.dk/kandidattest/FT26/profil/874,ok,Jakob Jensen,Enhedslisten – De Rød-Grønne,31 år,Erhvervsuddannelse,,
875,https://www.altinget.dk/kandidattest/FT26/profil/875,ok,Karina Adsbøl,Danmarksdemokraterne ‒ Inger Støjberg,49 år,Erhvervsuddannelse,1976-11-28T00:00:00,
876,https://www.altinget.dk/kandidattest/FT26/profil/876,ok,Asta Kofod,Enhedslisten – De Rød-Grønne,19 år,Gymnasial uddannelse,,
877,https://www.altinget.dk/kandidattest/FT26/profil/877,ok,Lasse Oszadlik,Moderaterne,,Ikke oplyst,,
878,https://www.altinget.dk/kandidattest/FT26/profil/878,ok,Camilla Schuster Nygaard,Moderaterne,42 år,Bachelor-/diplomuddannelse,,
879,https://www.altinget.dk/kandidattest/FT26/profil/879,ok,Zishan Ali,Moderaterne,41 år,Seminaruddannelse,1985-01-21T00:00:00,
880,https://www.altinget.dk/kandidattest/FT26/profil/880,ok,Thomas Skovgaard,Moderaterne,50 år,Ikke oplyst,1976-03-23T00:00:00,
881,https://www.altinget.dk/kandidattest/FT26/profil/881,ok,Pernille Christensen,Moderaterne,,Kandidat-/masteruddannelse,,
882,https://www.altinget.dk/kandidattest/FT26/profil/882,ok,Marcus Vesterager,Socialdemokratiet,34 år,Kandidat-/masteruddannelse,,
883,https://www.altinget.dk/kandidattest/FT26/profil/883,ok,Louise Louring,"Venstre, Danmarks Liberale Parti",33 år,Kandidat-/masteruddannelse,,
884,https://www.altinget.dk/kandidattest/FT26/profil/884,ok,Bob Richard Nielsen,Danmarksdemokraterne ‒ Inger Støjberg,58 år,Bachelor-/diplomuddannelse,1967-08-01T00:00:00,
885,https://www.altinget.dk/kandidattest/FT26/profil/885,ok,Benny Damgaard,Danmarksdemokraterne ‒ Inger Støjberg,65 år,Erhvervsuddannelse,,
886,https://www.altinget.dk/kandidattest/FT26/profil/886,ok,Bo Tønnesen,Alternativet,,Ikke oplyst,,
887,https://www.altinget.dk/kandidattest/FT26/profil/887,ok,Hans Skou,"Venstre, Danmarks Liberale Parti",66 år,Gymnasial uddannelse,,
888,https://www.altinget.dk/kandidattest/FT26/profil/888,ok,Tina Mandrup,"Venstre, Danmarks Liberale Parti",57 år,Kandidat-/masteruddannelse,1968-09-14T00:00:00,
889,https://www.altinget.dk/kandidattest/FT26/profil/889,ok,Claus Oxfeldt,"Venstre, Danmarks Liberale Parti",63 år,Erhvervsuddannelse,,
890,https://www.altinget.dk/kandidattest/FT26/profil/890,ok,Simon Højer,Det Konservative Folkeparti,39 år,Ikke oplyst,,
891,https://www.altinget.dk/kandidattest/FT26/profil/891,ok,Lasse Vogel Andersen,Det Konservative Folkeparti,48 år,Ikke oplyst,1977-11-19T00:00:00,
892,https://www.altinget.dk/kandidattest/FT26/profil/892,ok,Pernille Birch,Det Konservative Folkeparti,32 år,Kandidat-/masteruddannelse,1993-06-19T00:00:00,
893,https://www.altinget.dk/kandidattest/FT26/profil/893,ok,Cecilie C. Johannsen,Det Konservative Folkeparti,23 år,Erhvervsuddannelse,,
894,https://www.altinget.dk/kandidattest/FT26/profil/894,ok,Helle Munk Ravnborg,Enhedslisten – De Rød-Grønne,64 år,Ph.d.-uddannelse,1961-10-13T00:00:00,
895,https://www.altinget.dk/kandidattest/FT26/profil/895,ok,Mette Skaarup,Enhedslisten – De Rød-Grønne,34 år,Kandidat-/masteruddannelse,,
896,https://www.altinget.dk/kandidattest/FT26/profil/896,ok,Rasmus Petersen,Enhedslisten – De Rød-Grønne,45 år,Kandidat-/masteruddannelse,,
897,https://www.altinget.dk/kandidattest/FT26/profil/897,ok,Kevin Alex Rasmussen,Enhedslisten – De Rød-Grønne,23 år,Gymnasial uddannelse,2002-05-30T00:00:00,
898,https://www.altinget.dk/kandidattest/FT26/profil/898,ok,Damian Hartvig Mathiesen,Enhedslisten – De Rød-Grønne,23 år,Grundskole,,
899,https://www.altinget.dk/kandidattest/FT26/profil/899,ok,Henning Bo Madsen,Enhedslisten – De Rød-Grønne,68 år,Kandidat-/masteruddannelse,1958-03-28T00:00:00,
900,https://www.altinget.dk/kandidattest/FT26/profil/900,ok,Henning Lindberg,Enhedslisten – De Rød-Grønne,67 år,Bachelor-/diplomuddannelse,,
901,https://www.altinget.dk/kandidattest/FT26/profil/901,ok,Lisbeth Ivanhoe,Enhedslisten – De Rød-Grønne,42 år,Kandidat-/masteruddannelse,,
902,https://www.altinget.dk/kandidattest/FT26/profil/902,ok,Dennis Munk,Enhedslisten – De Rød-Grønne,31 år,Erhvervsuddannelse,,
903,https://www.altinget.dk/kandidattest/FT26/profil/903,ok,Signe Wenneberg,Alternativet,57 år,Bachelor-/diplomuddannelse,,
904,https://www.altinget.dk/kandidattest/FT26/profil/904,ok,Camilla Hoffmann,Socialdemokratiet,56 år,Kandidat-/masteruddannelse,1970-02-09T00:00:00,
905,https://www.altinget.dk/kandidattest/FT26/profil/905,ok,Mathias Thybo,Socialdemokratiet,,Kandidat-/masteruddannelse,,
906,https://www.altinget.dk/kandidattest/FT26/profil/906,ok,Ragnar Dixen,Liberal Alliance,38 år,Bachelor-/diplomuddannelse,,
907,https://www.altinget.dk/kandidattest/FT26/profil/907,ok,Iben Forum Jeppesen,Liberal Alliance,,Ikke oplyst,,
908,https://www.altinget.dk/kandidattest/FT26/profil/908,ok,Keld Lorenzen,Liberal Alliance,49 år,Bachelor-/diplomuddannelse,,
909,https://www.altinget.dk/kandidattest/FT26/profil/909,ok,Annette Sofia Skotte,Liberal Alliance,,Ikke oplyst,,
910,https://www.altinget.dk/kandidattest/FT26/profil/910,ok,Kevin Possekel,Liberal Alliance,19 år,Gymnasial uddannelse,2006-10-12T00:00:00,
911,https://www.altinget.dk/kandidattest/FT26/profil/911,ok,Gustav Wilde,Liberal Alliance,20 år,Ikke oplyst,2005-12-26T00:00:00,
