candidate_name,party_name,storkreds,age,age_num,education,birthdate,tiktok_exists,tiktok_handle_from_url,videos_total_pre_election,videos_total_2026_pre_election,videos_last_90d,videos_last_30d,videos_last_14d,videos_last_7d,log1p_videos_total_pre_election,log1p_videos_total_2026_pre_election,log1p_videos_last_90d,log1p_videos_last_30d,log1p_videos_last_14d,log1p_videos_last_7d,candidate_votes_2026_total,party_votes_2026_total,vote_share_of_party_2026_total,candidate_votes_2022_total,party_votes_2022_total,vote_share_of_party_2022_total
Carina Høedt,Det Konservative Folkeparti,københavn,38 år,38.0,Kandidat-/masteruddannelse,,1.0,carina.til.folketinget,28.0,10.0,10.0,9.0,7.0,4.0,3.367295829986474,2.3978952727983707,2.3978952727983707,2.302585092994046,2.0794415416798357,1.6094379124341003,1063,270749,0.003926145618266365,,,
Carina Sarkkinen,SF - Socialistisk Folkeparti,østjylland,44 år,44.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861,413306,0.0020832022762795606,,,
Carl Andersen,Liberal Alliance,sydjylland,31 år,31.0,Kandidat-/masteruddannelse,1995-01-27T00:00:00,1.0,carlandersen27,37.0,26.0,26.0,18.0,12.0,6.0,3.6375861597263857,3.295836866004329,3.295836866004329,2.9444389791664403,2.5649493574615367,1.9459101490553132,1106,334421,0.0033072085784086524,821.0,278656.0,0.002946285025264125
Carl Emil Lind,Socialdemokratiet,sjælland,27 år,27.0,Erhvervsuddannelse,,1.0,carl.emil.lind.ch,17.0,17.0,17.0,13.0,8.0,4.0,2.8903717578961645,2.8903717578961645,2.8903717578961645,2.6390573296152584,2.1972245773362196,1.6094379124341003,2495,779252,0.0032017883816788406,,,
Carl Valentin,SF - Socialistisk Folkeparti,københavn,34 år,34.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3271,413306,0.007914233037991223,2631.0,293186.0,0.008973825489620923
Carolina Cámara,Enhedslisten - De Rød-Grønne,nordsjælland,22 år,22.0,Bachelor-/diplomuddannelse,2003-08-25T00:00:00,1.0,caarolinacamaraa,16.0,11.0,11.0,10.0,8.0,6.0,2.833213344056216,2.4849066497880004,2.4849066497880004,2.3978952727983707,2.1972245773362196,1.9459101490553132,734,226037,0.0032472559802156284,,,
Caroline Lochow,Enhedslisten - De Rød-Grønne,københavns omegn,19 år,19.0,Gymnasial uddannelse,2006-10-15T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586,226037,0.0025924959188097525,,,
Caroline Stage,Moderaterne,østjylland,35 år,35.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3751,274775,0.013651169138385951,,,
Caroline Svejsø,Det Konservative Folkeparti,østjylland,27 år,27.0,Bachelor-/diplomuddannelse,1999-01-04T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367,270749,0.0013554990046131287,,,
Carsten Abildtrup Ranum,Liberal Alliance,sjælland,55 år,55.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,334421,0.00024519991268490913,,,
Carsten Bach,Liberal Alliance,vestjylland,50 år,50.0,Kandidat-/masteruddannelse,1975-12-09T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315,334421,0.006922412169092252,2103.0,278656.0,0.007546939595774001
Carsten Bedsted,Radikale Venstre,nordjylland,54 år,54.0,Kandidat-/masteruddannelse,,1.0,carstenbedsted,33.0,26.0,26.0,20.0,11.0,6.0,3.5263605246161616,3.295836866004329,3.295836866004329,3.044522437723423,2.4849066497880004,1.9459101490553132,859,207442,0.004140916497141369,,,
Carsten Sohl,Alternativet,sydjylland,66 år,66.0,Erhvervsuddannelse,1959-07-15T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,91770,0.0004685627111256402,88.0,117567.0,0.0007485093606199018
Casper Hindkjær,Radikale Venstre,vestjylland,,46.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,207442,0.0009110980418623037,,,
Catharina Næsby Malkki,Alternativet,københavn,37 år,37.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,91770,0.0028222730739893213,,,
Cecilie C. Johannsen,Det Konservative Folkeparti,sydjylland,23 år,23.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,270749,0.0011412784534753592,,,
Cecilie Liv Hansen,Liberal Alliance,sydjylland,24 år,24.0,Bachelor-/diplomuddannelse,,1.0,cecilieldh,23.0,9.0,9.0,8.0,5.0,3.0,3.1780538303479458,2.302585092994046,2.302585092994046,2.1972245773362196,1.791759469228055,1.3862943611198906,2569,334421,0.0076819338498479465,,,
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,københavn,39 år,39.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903,413306,0.0021848218995127095,703.0,293186.0,0.002397795256253709
Charlotte Bagge,Moderaterne,sjælland,66 år,66.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909,274775,0.006947502502047129,,,
Charlotte Broman Mølbæk,SF - Socialistisk Folkeparti,østjylland,48 år,48.0,Bachelor-/diplomuddannelse,1977-11-29T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356,413306,0.010539406638180912,2982.0,293186.0,0.010171017715716303
Charlotte Ellenberger,SF - Socialistisk Folkeparti,fyn,27 år,27.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431,413306,0.0010428108955592224,,,
Charlotte Friberg Henriksen,Borgernes Parti - Lars Boje Mathiesen,bornholm,43 år,43.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,75928,0.0003687704140764935,,,
Charlotte Green,Det Konservative Folkeparti,østjylland,51 år,51.0,Ph.d.-uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425,270749,0.005263177333988307,1299.0,194820.0,0.006667693255312596
Charlotte Haagendrup,Moderaterne,nordsjælland,59 år,59.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865,274775,0.0031480302065326174,,,
Charlotte Lund,Enhedslisten - De Rød-Grønne,københavn,43 år,43.0,Ikke oplyst,1982-05-15T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633,226037,0.0028004264788508075,,,
Charlotte Munch,Danmarksdemokraterne - Inger Støjberg,københavns omegn,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355,205302,0.0017291599692160816,,,
Charlotte Møller-Madsen,Borgernes Parti - Lars Boje Mathiesen,fyn,52 år,52.0,Ikke oplyst,1973-09-12T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,75928,0.004622800547887472,,,
Charlotte Nellemann,Liberal Alliance,københavn,52 år,52.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,334421,0.000571136381985581,895.0,278656.0,0.003211845429490124
Charlotte Vindeløv,SF - Socialistisk Folkeparti,østjylland,55 år,55.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2248,413306,0.005439069357812371,1317.0,293186.0,0.004492028950904886
Chelle Lilly Albøge,Liberal Alliance,nordsjælland,33 år,33.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1809,334421,0.005409349293256105,,,
Chris Hvidberg,Liberal Alliance,østjylland,54 år,54.0,Erhvervsuddannelse,1971-09-03T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,334421,0.0008522192087219403,,,
Christian Elkjær,Radikale Venstre,nordsjælland,40 år,40.0,Ph.d.-uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414,207442,0.0019957385678888557,,,
Christian Faurholdt Jeppesen,Socialdemokratiet,bornholm,54 år,54.0,Bachelor-/diplomuddannelse,1971-09-24T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,779252,0.00024125700030285454,,,
Christian Fini Mosegaard,Liberal Alliance,sydjylland,23 år,23.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,334421,0.00028706331241160093,,,
Christian Friis Bach,"Venstre, Danmarks Liberale Parti",sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,2040,361689,0.005640204706253162,,,
Christian Juhl,Enhedslisten - De Rød-Grønne,vestjylland,73 år,73.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,226037,0.0013714568853771727,,,
Christian Jørgensen,Liberal Alliance,sydjylland,63 år,63.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498,334421,0.00148914093313518,,,
Christian Kirk,Dansk Folkeparti,sydjylland,25 år,25.0,Bachelor-/diplomuddannelse,2000-04-16T00:00:00,1.0,christiankirk00,20.0,20.0,20.0,20.0,14.0,7.0,3.044522437723423,3.044522437723423,3.044522437723423,3.044522437723423,2.70805020110221,2.0794415416798357,663,324518,0.0020430299706025554,,,
Christian Mutwa Christensen,SF - Socialistisk Folkeparti,sydjylland,43 år,43.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440,413306,0.001064586529109183,123.0,293186.0,0.0004195288997428254
Christian Rabjerg Madsen,Socialdemokratiet,sydjylland,40 år,40.0,Kandidat-/masteruddannelse,1986-03-24T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7844,779252,0.010066063353061655,7643.0,971995.0,0.007863209172886692
Christian Tarbensen,Det Konservative Folkeparti,sydjylland,19 år,19.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,270749,0.0001477383111294963,,,
Christian Vigilius,Det Konservative Folkeparti,københavns omegn,27 år,27.0,Bachelor-/diplomuddannelse,1998-07-23T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4295,270749,0.01586340115752967,,,
Christian Wibholm,Danmarksdemokraterne - Inger Støjberg,sjælland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,205302,0.001636613379314376,,,
Christina Egelund,Moderaterne,østjylland,48 år,48.0,Ikke oplyst,1977-12-09T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3549,274775,0.012916022199981803,,,
Christina Eilers,Enhedslisten - De Rød-Grønne,nordjylland,47 år,47.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,226037,0.0008759627848538071,,,
Christina Falkberg,Radikale Venstre,københavns omegn,50 år,50.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385,207442,0.006676565015763442,,,
Christina Foldager,Det Konservative Folkeparti,sydjylland,50 år,50.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555,270749,0.005743326845159169,,,
Christina Hedegaard Hansen,Enhedslisten - De Rød-Grønne,østjylland,49 år,49.0,Kandidat-/masteruddannelse,1976-07-04T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,226037,0.001145830107460283,,,
Christina Lykke,SF - Socialistisk Folkeparti,nordjylland,44 år,44.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3260,413306,0.007887618374763492,,,
Christina Thorholm,Radikale Venstre,nordsjælland,61 år,61.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877,207442,0.004227687739223494,1077.0,133931.0,0.00804145418163084
Christoffer Aagaard Melson,"Venstre, Danmarks Liberale Parti",sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,4074,361689,0.011263820575134992,6460.0,470546.0,0.013728732153710796
Christoffer Emil Jexen,Enhedslisten - De Rød-Grønne,nordsjælland,38 år,38.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515,226037,0.00227838805151369,442.0,181452.0,0.002435905914511827
Christopher Arzrouni,Liberal Alliance,nordsjælland,58 år,58.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334,334421,0.003988983945386205,,,
Christopher Blomsterberg-Thaysen,"Venstre, Danmarks Liberale Parti",københavns omegn,,46.0,Unknown,,,,,,,,,,,,,,,,277,361689,0.0007658513253098656,,,
Clara Turms,Enhedslisten - De Rød-Grønne,københavns omegn,29 år,29.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648,226037,0.007290841764843809,,,
Claus Bakke,"Venstre, Danmarks Liberale Parti",sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,553,361689,0.0015289378443911759,,,
Claus Beck,Liberal Alliance,nordjylland,44 år,44.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,334421,0.0006548631814389647,,,
Claus Buch,"Venstre, Danmarks Liberale Parti",københavn,,46.0,Unknown,,,,,,,,,,,,,,,,468,361689,0.0012939293149639608,361.0,470546.0,0.0007671938556485444
Claus Jørgensen,SF - Socialistisk Folkeparti,sjælland,56 år,56.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125,413306,0.0027219541937450703,725.0,293186.0,0.0024728329456386046
Claus Oxfeldt,"Venstre, Danmarks Liberale Parti",fyn,,46.0,Unknown,,,,,,,,,,,,,,,,1400,361689,0.0038707287199776603,,,
Claus Skovmose,Danmarksdemokraterne - Inger Støjberg,nordjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592,205302,0.0028835569064110432,,,
Coco Mette Cecilie Kjærgaard,Alternativet,sydjylland,45 år,45.0,Erhvervsuddannelse,,1.0,coco.esperas,48.0,13.0,13.0,13.0,8.0,3.0,3.8918202981106265,2.6390573296152584,2.6390573296152584,2.6390573296152584,2.1972245773362196,1.3862943611198906,379,91770,0.004129889942246921,,,
Damian Hartvig Mathiesen,Enhedslisten - De Rød-Grønne,vestjylland,23 år,23.0,Grundskole,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,226037,0.00029198759495126903,,,
Dan Arnløv,Det Konservative Folkeparti,sydjylland,50 år,50.0,Gymnasial uddannelse,1975-07-26T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747,270749,0.002759012960343344,,,
Dan Gaardboe Rueskov,Liberal Alliance,nordjylland,45 år,45.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,334421,0.00022426821282156323,,,
Daniel Drefeld,Det Konservative Folkeparti,nordsjælland,19 år,19.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589,270749,0.0021754466313818333,,,
Daniel Juhl,Borgernes Parti - Lars Boje Mathiesen,fyn,45 år,45.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,75928,0.002001896533558108,,,
Danny Rosenkilde,Dansk Folkeparti,nordjylland,59 år,59.0,Grundskole,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011,324518,0.003115389593181272,,,
David Ibsen,Liberal Alliance,københavns omegn,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,334421,0.0002152974843087007,84.0,278656.0,0.0003014469453376206
David Rønne,Enhedslisten - De Rød-Grønne,københavn,55 år,55.0,Erhvervsuddannelse,1970-11-16T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,226037,0.0007697854775988002,227.0,181452.0,0.0012510195533805084
Denise Rostgaard,Dansk Folkeparti,københavn,40 år,40.0,Bachelor-/diplomuddannelse,1985-12-26T00:00:00,1.0,deniserostgaard,18.0,18.0,18.0,18.0,16.0,7.0,2.9444389791664403,2.9444389791664403,2.9444389791664403,2.9444389791664403,2.833213344056216,2.0794415416798357,649,324518,0.00199988906624594,,,
Dennis Flydtkjær,Danmarksdemokraterne - Inger Støjberg,vestjylland,,46.0,Unknown,,1.0,flydtkjaer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4360,205302,0.021237006945865115,,,
Dennis Munk,Enhedslisten - De Rød-Grønne,østjylland,31 år,31.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,226037,0.0009025071116675589,,,
Didde Krabbe Johannesen,Alternativet,vestjylland,41 år,41.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,91770,0.0008717445788384003,241.0,117567.0,0.0020498949535158674
Dina Andersen-Raabjerg,Det Konservative Folkeparti,vestjylland,55 år,55.0,Kandidat-/masteruddannelse,1971-02-06T00:00:00,1.0,dinamyrupraabjerg,14.0,9.0,9.0,5.0,2.0,2.0,2.70805020110221,2.302585092994046,2.302585092994046,1.791759469228055,1.0986122886681098,1.0986122886681098,3389,270749,0.012517128410446577,,,
Dina Person,Danmarksdemokraterne - Inger Støjberg,sjælland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433,205302,0.0021090880751283474,,,
Ditte Keidser,Det Konservative Folkeparti,sjælland,44 år,44.0,Bachelor-/diplomuddannelse,1981-10-30T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,270749,0.0013000971379395676,,,
Ditte Ravn Kaagaard,Moderaterne,nordjylland,49 år,49.0,Kandidat-/masteruddannelse,1977-01-22T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414,274775,0.0015066872896005823,,,
Dorte M. Nielsen,SF - Socialistisk Folkeparti,nordjylland,60 år,60.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458,413306,0.0011081377962091042,625.0,293186.0,0.0021317525393436247
Dorte Vilhelmsen,Det Konservative Folkeparti,københavns omegn,51 år,51.0,Erhvervsuddannelse,1975-03-31T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498,270749,0.0018393419735622293,,,
Dorthe Beck-Nyling,Moderaterne,københavns omegn,49 år,49.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,274775,0.0012737694477299609,,,
Dorthe Hindborg,Socialdemokratiet,østjylland,,46.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664,779252,0.0021353811090635637,3935.0,971995.0,0.0040483747344379345
Dorthe Kerschus,Radikale Venstre,nordjylland,46 år,46.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158,207442,0.0007616586804986454,193.0,133931.0,0.0014410405357982842
Dorthe Pedersen,Det Konservative Folkeparti,nordjylland,42 år,42.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435,270749,0.0016066541335332724,,,
Edith Vels,Enhedslisten - De Rød-Grønne,østjylland,22 år,22.0,Gymnasial uddannelse,2003-12-11T00:00:00,1.0,edith_vels,6.0,6.0,6.0,4.0,1.0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,1.6094379124341003,0.6931471805599453,0.0,2596,226037,0.011484845401416583,,,
Edris Qasimi,Radikale Venstre,sjælland,38 år,38.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444,207442,0.002140357304692396,203.0,133931.0,0.0015157058485339467
Edvard Korsbæk,Alternativet,sydjylland,70 år,70.0,Kandidat-/masteruddannelse,1955-05-25T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,91770,0.0004794595183611202,,,
Egil Hulgaard,Det Konservative Folkeparti,nordsjælland,64 år,64.0,Ph.d.-uddannelse,1962-03-30T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027,270749,0.003793181138249818,730.0,194820.0,0.0037470485576429524
Eik Dahl Bidstrup,Liberal Alliance,bornholm,51 år,51.0,Kandidat-/masteruddannelse,1974-11-05T00:00:00,1.0,eikdahlbidstrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,334421,0.0004425559399678848,,,
Elias Julius Binggeli,SF - Socialistisk Folkeparti,nordsjælland,23 år,23.0,Grundskole,2002-12-23T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,413306,0.0004572883045491718,,,
Elise Sydendal,Alternativet,sjælland,26 år,26.0,Kandidat-/masteruddannelse,1999-09-18T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298,91770,0.014144055791653046,,,
Ellen Emilie,Moderaterne,københavn,24 år,24.0,Bachelor-/diplomuddannelse,,1.0,ellenemilie_,27.0,27.0,27.0,27.0,21.0,10.0,3.332204510175204,3.332204510175204,3.332204510175204,3.332204510175204,3.091042453358316,2.3978952727983707,1175,274775,0.00427622600309344,993.0,327699.0,0.003030219805370172
Elva Bille Klem,Liberal Alliance,sjælland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,334421,0.00016745359890676722,,,
Emil Andersen,Enhedslisten - De Rød-Grønne,nordsjælland,39 år,39.0,Kandidat-/masteruddannelse,1987-01-20T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566,226037,0.00250401482943058,,,
Emil M. D. Christensen,"Venstre, Danmarks Liberale Parti",østjylland,,46.0,Unknown,,,,,,,,,,,,,,,,277,361689,0.0007658513253098656,,,
Emil Moselund,Radikale Venstre,københavn,32 år,32.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975,207442,0.004700108946115058,,,
Emil Nielsen,SF - Socialistisk Folkeparti,nordsjælland,42 år,42.0,Kandidat-/masteruddannelse,1983-04-27T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590,413306,0.003847028593826366,,,
Emil Sloth,Alternativet,nordjylland,31 år,31.0,Kandidat-/masteruddannelse,,1.0,emilslothandersen,32.0,8.0,8.0,8.0,8.0,7.0,3.4965075614664802,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.0794415416798357,350,91770,0.0038138825324180014,,,
Emil Viskum,Enhedslisten - De Rød-Grønne,københavns omegn,45 år,45.0,Bachelor-/diplomuddannelse,1981-02-13T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443,226037,0.0019598561297486695,,,
Emilie Schytte,Borgernes Parti - Lars Boje Mathiesen,nordsjælland,32 år,32.0,Kandidat-/masteruddannelse,,1.0,emilie.schytte.bp,16.0,15.0,15.0,8.0,5.0,2.0,2.833213344056216,2.772588722239781,2.772588722239781,2.1972245773362196,1.791759469228055,1.0986122886681098,533,75928,0.00701980823938468,,,
Emilla Møller,Socialdemokratiet,københavn,,46.0,Ikke oplyst,,1.0,emillamoeller,16.0,1.0,2.0,1.0,0.0,0.0,2.833213344056216,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.0,302,779252,0.0003875511387843727,,,
Emma Biørn Tretow-Fish,Radikale Venstre,nordjylland,35 år,35.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822,207442,0.003962553388417003,,,
Emma Houe Mølgaard,Dansk Folkeparti,nordjylland,31 år,31.0,Ikke oplyst,1994-09-26T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940,324518,0.002896603578229867,,,
Emma Juul Hansen,Det Konservative Folkeparti,nordsjælland,26 år,26.0,Bachelor-/diplomuddannelse,2000-01-11T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270,270749,0.008384149156598917,788.0,194820.0,0.0040447592649625295
